2025-03-04 23:15:40 : INFO : (12016 | DIRECTOR) : (IS | IS) : node01 : TM_6014 : Initializing session [s_m_Banking_10] at [Tue Mar 04 23:15:40 2025].
2025-03-04 23:15:40 : INFO : (12016 | MAPPING) : (IS | IS) : node01 : DBG_21694 : Master_Outer_Join Partition [0]: Index cache size = [44739242], Data cache size = [89478484]
2025-03-04 23:15:40 : INFO : (12016 | MAPPING) : (IS | IS) : node01 : TT_11098 : The Joiner transformation [Master_Outer_Join] is configured with the join algorithm: Nested-Loop.
2025-03-04 23:15:40 : INFO : (12016 | MAPPING) : (IS | IS) : node01 : DBG_21694 : Detail_Outer_Join Partition [0]: Index cache size = [44739242], Data cache size = [89478484]
2025-03-04 23:15:40 : INFO : (12016 | MAPPING) : (IS | IS) : node01 : TT_11098 : The Joiner transformation [Detail_Outer_Join] is configured with the join algorithm: Nested-Loop.
2025-03-04 23:15:40 : INFO : (12016 | MAPPING) : (IS | IS) : node01 : DBG_21694 : Full_Outer_Join Partition [0]: Index cache size = [44739242], Data cache size = [89478484]
2025-03-04 23:15:40 : INFO : (12016 | MAPPING) : (IS | IS) : node01 : TT_11098 : The Joiner transformation [Full_Outer_Join] is configured with the join algorithm: Nested-Loop.
2025-03-04 23:15:40 : INFO : (12016 | MAPPING) : (IS | IS) : node01 : TM_6007 : DTM initialized successfully for session [s_m_Banking_10]
2025-03-04 23:15:40 : INFO : (12016 | DIRECTOR) : (IS | IS) : node01 : PETL_24033 : All DTM Connection Info: [<NONE>].
2025-03-04 23:15:40 : INFO : (12016 | MANAGER) : (IS | IS) : node01 : PETL_24004 : PETL_24004 Starting pre-session tasks. : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : INFO : (12016 | PRE-SESS) : (IS | IS) : node01 : PETL_24091 : Thread [PRE-SESS] has the ID [4].
2025-03-04 23:15:40 : INFO : (12016 | MANAGER) : (IS | IS) : node01 : PETL_24027 : PETL_24027 Pre-session task completed successfully. : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : INFO : (12016 | DIRECTOR) : (IS | IS) : node01 : PETL_24006 : Starting data movement.
2025-03-04 23:15:40 : INFO : (12016 | MAPPING) : (IS | IS) : node01 : TM_6660 : Total Buffer Pool size is 4052160 bytes and Block size is 65536 bytes.
2025-03-04 23:15:40 : INFO : (12016 | READER_1_1_1) : (IS | IS) : node01 : PETL_24091 : Thread [READER_1_1_1] has the ID [5].
2025-03-04 23:15:40 : INFO : (12016 | READER_1_1_1) : (IS | IS) : node01 : DBG_21437 : Reader: Source is a file-based source.
2025-03-04 23:15:40 : INFO : (12016 | READER_1_1_1) : (IS | IS) : node01 : FR_3118 : source [SQ_Bank_Data_file_2] code page: [MS Windows Latin 1 (ANSI), superset of Latin1]
2025-03-04 23:15:40 : INFO : (12016 | READER_1_1_1) : (IS | IS) : node01 : FR_3071 : Maximum Line sequential buffer length is 1026.
2025-03-04 23:15:40 : INFO : (12016 | READER_1_1_1) : (IS | IS) : node01 : BLKR_16003 : Initialization completed successfully.
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : PETL_24091 : Thread [TRANSF_1_1_1] has the ID [6].
2025-03-04 23:15:40 : INFO : (12016 | READER_1_2_1) : (IS | IS) : node01 : PETL_24091 : Thread [READER_1_2_1] has the ID [7].
2025-03-04 23:15:40 : INFO : (12016 | READER_1_2_1) : (IS | IS) : node01 : DBG_21437 : Reader: Source is a file-based source.
2025-03-04 23:15:40 : INFO : (12016 | READER_1_2_1) : (IS | IS) : node01 : FR_3118 : source [SQ_Bank_Data_file_1] code page: [MS Windows Latin 1 (ANSI), superset of Latin1]
2025-03-04 23:15:40 : INFO : (12016 | READER_1_2_1) : (IS | IS) : node01 : FR_3071 : Maximum Line sequential buffer length is 1026.
2025-03-04 23:15:40 : INFO : (12016 | READER_1_2_1) : (IS | IS) : node01 : BLKR_16003 : Initialization completed successfully.
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_2_1) : (IS | IS) : node01 : PETL_24091 : Thread [TRANSF_1_2_1] has the ID [8].
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : PETL_24091 : Thread [WRITER_1_*_1] has the ID [9].
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8124 : Target Table Banking_10 :Writing output to: C:\Users\Administrator\Downloads\Banking_HandsOnExercises\inner_join.txt
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8222 : Target file [C:\Users\Administrator\Downloads\Banking_HandsOnExercises\inner_join.txt] code page: [MS Windows Latin 1 (ANSI), superset of Latin1]
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8124 : Target Table Banking_10 :Writing output to: C:\Users\Administrator\Downloads\Banking_HandsOnExercises\master_outer_join.txt
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8222 : Target file [C:\Users\Administrator\Downloads\Banking_HandsOnExercises\master_outer_join.txt] code page: [MS Windows Latin 1 (ANSI), superset of Latin1]
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8124 : Target Table Banking_10 :Writing output to: C:\Users\Administrator\Downloads\Banking_HandsOnExercises\detail_outer_join.txt
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8222 : Target file [C:\Users\Administrator\Downloads\Banking_HandsOnExercises\detail_outer_join.txt] code page: [MS Windows Latin 1 (ANSI), superset of Latin1]
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8124 : Target Table Banking_10 :Writing output to: C:\Users\Administrator\Downloads\Banking_HandsOnExercises\full_outer_join.txt
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8222 : Target file [C:\Users\Administrator\Downloads\Banking_HandsOnExercises\full_outer_join.txt] code page: [MS Windows Latin 1 (ANSI), superset of Latin1]
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8270 : Target connection group #1 consists of target(s) [Banking_10]
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8270 : Target connection group #2 consists of target(s) [Banking_10]
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8270 : Target connection group #3 consists of target(s) [Banking_10]
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8270 : Target connection group #4 consists of target(s) [Banking_10]
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8003 : Writer initialization complete.
2025-03-04 23:15:40 : INFO : (12016 | READER_1_1_1) : (IS | IS) : node01 : BLKR_16007 : Reader run started.
2025-03-04 23:15:40 : INFO : (12016 | READER_1_2_1) : (IS | IS) : node01 : BLKR_16007 : Reader run started.
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8005 : Writer run started.
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8158 : 

*****START LOAD SESSION*****

Load Start Time: Tue Mar 04 23:15:40 2025

Target tables:

     Banking_10
     Banking_10
     Banking_10
     Banking_10


2025-03-04 23:15:40 : INFO : (12016 | READER_1_1_1) : (IS | IS) : node01 : FR_3076 : Skipped over [1] lines.
2025-03-04 23:15:40 : INFO : (12016 | READER_1_1_1) : (IS | IS) : node01 : DBG_21430 : DBG_21430 Reading data from input source file [C:\Users\Administrator\Downloads\Banking_HandsOnExercises\Bank_Data_file_2.csv] : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : WARNING : (12016 | READER_1_2_1) : (IS | IS) : node01 : FR_3121 : Number of cloumn in source files are more than metadata.
2025-03-04 23:15:40 : INFO : (12016 | READER_1_2_1) : (IS | IS) : node01 : FR_3076 : Skipped over [1] lines.
2025-03-04 23:15:40 : INFO : (12016 | READER_1_2_1) : (IS | IS) : node01 : DBG_21430 : DBG_21430 Reading data from input source file [C:\Users\Administrator\Downloads\Banking_HandsOnExercises\Bank_Data_file_1.csv] : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : INFO : (12016 | READER_1_1_1) : (IS | IS) : node01 : BLKR_16019 : Read [1000] rows, read [0] error rows for source table [Bank_Data_file_2] instance name [Bank_Data_file_2]
2025-03-04 23:15:40 : INFO : (12016 | READER_1_2_1) : (IS | IS) : node01 : BLKR_16019 : Read [1000] rows, read [0] error rows for source table [Bank_Data_file_1] instance name [Bank_Data_file_1]
2025-03-04 23:15:40 : INFO : (12016 | READER_1_1_1) : (IS | IS) : node01 : BLKR_16008 : Reader run completed.
2025-03-04 23:15:40 : INFO : (12016 | READER_1_2_1) : (IS | IS) : node01 : BLKR_16008 : Reader run completed.
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21077 : DBG_21077 Create joiner cache on master relation : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : TE_7212 : Increasing [Index Cache] size for transformation [Inner_join] from [44739242] to [44740000].
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : TE_7212 : Increasing [Data Cache] size for transformation [Inner_join] from [89478484] to [89478768].
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : CMN_1690 : Created new data file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR5_5_0_3.dat] and index file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR5_5_0_3.idx] for Joiner [Inner_join].
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21077 : DBG_21077 Create joiner cache on master relation : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : TE_7212 : Increasing [Index Cache] size for transformation [Master_Outer_Join] from [44739242] to [44740000].
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : TE_7212 : Increasing [Data Cache] size for transformation [Master_Outer_Join] from [89478484] to [89478768].
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : CMN_1690 : Created new data file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR5_6_0_3.dat] and index file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR5_6_0_3.idx] for Joiner [Master_Outer_Join].
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21077 : DBG_21077 Create joiner cache on master relation : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : TE_7212 : Increasing [Index Cache] size for transformation [Detail_Outer_Join] from [44739242] to [44740000].
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : TE_7212 : Increasing [Data Cache] size for transformation [Detail_Outer_Join] from [89478484] to [89478768].
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : CMN_1690 : Created new data file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR5_7_0_3.dat] and index file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR5_7_0_3.idx] for Joiner [Detail_Outer_Join].
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21077 : DBG_21077 Create joiner cache on master relation : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : TE_7212 : Increasing [Index Cache] size for transformation [Full_Outer_Join] from [44739242] to [44740000].
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : TE_7212 : Increasing [Data Cache] size for transformation [Full_Outer_Join] from [89478484] to [89478768].
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : CMN_1690 : Created new data file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR5_8_0_3.dat] and index file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR5_8_0_3.idx] for Joiner [Full_Outer_Join].
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21214 : DBG_21214 Finished joiner cache on master relation : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21214 : DBG_21214 Finished joiner cache on master relation : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21214 : DBG_21214 Finished joiner cache on master relation : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_2_1) : (IS | IS) : node01 : DBG_21603 : DBG_21603 Open master relation cache for detail joiner : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21214 : DBG_21214 Finished joiner cache on master relation : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21216 : Finished transformations for Source Qualifier [SQ_Bank_Data_file_2]. Total errors [0] 
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_2_1) : (IS | IS) : node01 : DBG_21603 : DBG_21603 Open master relation cache for detail joiner : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_2_1) : (IS | IS) : node01 : DBG_21603 : DBG_21603 Open master relation cache for detail joiner : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_2_1) : (IS | IS) : node01 : DBG_21603 : DBG_21603 Open master relation cache for detail joiner : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8167 : Start loading table [Banking_10] at: Tue Mar 04 23:15:40 2025
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8167 : Start loading table [Banking_10] at: Tue Mar 04 23:15:40 2025
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_2_1) : (IS | IS) : node01 : DBG_21215 : DBG_21215 Finished processing detail relation : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_2_1) : (IS | IS) : node01 : CMN_1795 : The index cache size that would hold [1000] input rows from the master for [Inner_join], in memory, is [26000] bytes
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_2_1) : (IS | IS) : node01 : CMN_1794 : The data cache size that would hold [1000] input rows from the master for [Inner_join], in memory, is [48776] bytes
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8167 : Start loading table [Banking_10] at: Tue Mar 04 23:15:40 2025
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8167 : Start loading table [Banking_10] at: Tue Mar 04 23:15:40 2025
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_2_1) : (IS | IS) : node01 : DBG_21215 : DBG_21215 Finished processing detail relation : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_2_1) : (IS | IS) : node01 : CMN_1795 : The index cache size that would hold [1000] input rows from the master for [Master_Outer_Join], in memory, is [26000] bytes
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_2_1) : (IS | IS) : node01 : CMN_1794 : The data cache size that would hold [1000] input rows from the master for [Master_Outer_Join], in memory, is [48776] bytes
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8168 : End loading table [Banking_10] at: Tue Mar 04 23:15:40 2025
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8168 : End loading table [Banking_10] at: Tue Mar 04 23:15:40 2025
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_2_1) : (IS | IS) : node01 : DBG_21215 : DBG_21215 Finished processing detail relation : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_2_1) : (IS | IS) : node01 : CMN_1795 : The index cache size that would hold [1000] input rows from the master for [Detail_Outer_Join], in memory, is [26000] bytes
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_2_1) : (IS | IS) : node01 : CMN_1794 : The data cache size that would hold [1000] input rows from the master for [Detail_Outer_Join], in memory, is [48776] bytes
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_2_1) : (IS | IS) : node01 : DBG_21215 : DBG_21215 Finished processing detail relation : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_2_1) : (IS | IS) : node01 : CMN_1795 : The index cache size that would hold [1000] input rows from the master for [Full_Outer_Join], in memory, is [26000] bytes
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_2_1) : (IS | IS) : node01 : CMN_1794 : The data cache size that would hold [1000] input rows from the master for [Full_Outer_Join], in memory, is [48776] bytes
2025-03-04 23:15:40 : INFO : (12016 | TRANSF_1_2_1) : (IS | IS) : node01 : DBG_21216 : Finished transformations for Source Qualifier [SQ_Bank_Data_file_1]. Total errors [0] 
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8168 : End loading table [Banking_10] at: Tue Mar 04 23:15:40 2025
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8168 : End loading table [Banking_10] at: Tue Mar 04 23:15:40 2025
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8035 : Load complete time: Tue Mar 04 23:15:40 2025

LOAD SUMMARY
============

WRT_8036 Target: Banking_10 (Instance Name: [Banking_10])
WRT_8038 Inserted rows - Requested: 1110       Applied: 1110       Rejected: 0          Affected: 1110      

WRT_8036 Target: Banking_10 (Instance Name: [Banking_101])
WRT_8038 Inserted rows - Requested: 1110       Applied: 1110       Rejected: 0          Affected: 1110      

WRT_8036 Target: Banking_10 (Instance Name: [Banking_102])
WRT_8038 Inserted rows - Requested: 1110       Applied: 1110       Rejected: 0          Affected: 1110      

WRT_8036 Target: Banking_10 (Instance Name: [Banking_103])
WRT_8038 Inserted rows - Requested: 1110       Applied: 1110       Rejected: 0          Affected: 1110      


2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8043 : *****END LOAD SESSION*****
2025-03-04 23:15:40 : INFO : (12016 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8006 : Writer run completed.
2025-03-04 23:15:40 : INFO : (12016 | MANAGER) : (IS | IS) : node01 : PETL_24031 : 
***** RUN INFO FOR TGT LOAD ORDER GROUP [1], CONCURRENT SET [1] *****
Thread [READER_1_1_1] created for [the read stage] of partition point [SQ_Bank_Data_file_2] has completed. The total run time was insufficient for any meaningful statistics.
Thread [TRANSF_1_1_1] created for [the transformation stage] of partition point [SQ_Bank_Data_file_2] has completed. The total run time was insufficient for any meaningful statistics.
Thread [READER_1_2_1] created for [the read stage] of partition point [SQ_Bank_Data_file_1] has completed. The total run time was insufficient for any meaningful statistics.
Thread [TRANSF_1_2_1] created for [the transformation stage] of partition point [SQ_Bank_Data_file_1] has completed. The total run time was insufficient for any meaningful statistics.
Thread [WRITER_1_*_1] created for [the write stage] of partition point [Banking_10, Banking_101, Banking_102, Banking_103] has completed. The total run time was insufficient for any meaningful statistics.

2025-03-04 23:15:40 : INFO : (12016 | MANAGER) : (IS | IS) : node01 : PETL_24005 : PETL_24005 Starting post-session tasks. : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : INFO : (12016 | POST-SESS) : (IS | IS) : node01 : PETL_24091 : Thread [POST-SESS] has the ID [10].
2025-03-04 23:15:40 : INFO : (12016 | MANAGER) : (IS | IS) : node01 : PETL_24029 : PETL_24029 Post-session task completed successfully. : (Tue Mar 04 23:15:40 2025)
2025-03-04 23:15:40 : INFO : (12016 | MAPPING) : (IS | IS) : node01 : TM_6018 : The session completed with [0] row transformation errors. 
2025-03-04 23:15:40 : INFO : (12016 | MANAGER) : (IS | IS) : node01 : TE_7216 : Deleting cache files [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR5_5_0_3.dat] for transformation [Inner_join].
2025-03-04 23:15:40 : INFO : (12016 | MANAGER) : (IS | IS) : node01 : TE_7216 : Deleting cache files [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR5_5_0_3.idx] for transformation [Inner_join].
2025-03-04 23:15:40 : INFO : (12016 | MANAGER) : (IS | IS) : node01 : TE_7216 : Deleting cache files [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR5_6_0_3.dat] for transformation [Master_Outer_Join].
2025-03-04 23:15:40 : INFO : (12016 | MANAGER) : (IS | IS) : node01 : TE_7216 : Deleting cache files [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR5_6_0_3.idx] for transformation [Master_Outer_Join].
2025-03-04 23:15:40 : INFO : (12016 | MANAGER) : (IS | IS) : node01 : TE_7216 : Deleting cache files [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR5_7_0_3.dat] for transformation [Detail_Outer_Join].
2025-03-04 23:15:40 : INFO : (12016 | MANAGER) : (IS | IS) : node01 : TE_7216 : Deleting cache files [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR5_7_0_3.idx] for transformation [Detail_Outer_Join].
2025-03-04 23:15:40 : INFO : (12016 | MANAGER) : (IS | IS) : node01 : TE_7216 : Deleting cache files [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR5_8_0_3.dat] for transformation [Full_Outer_Join].
2025-03-04 23:15:40 : INFO : (12016 | MANAGER) : (IS | IS) : node01 : TE_7216 : Deleting cache files [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR5_8_0_3.idx] for transformation [Full_Outer_Join].
2025-03-04 23:15:41 : INFO : (12016 | MANAGER) : (IS | IS) : node01 : PETL_24002 : Parallel Pipeline Engine finished.
2025-03-04 23:15:41 : INFO : (12016 | DIRECTOR) : (IS | IS) : node01 : PETL_24012 : Session run completed successfully.
2025-03-04 23:15:41 : INFO : (12016 | DIRECTOR) : (IS | IS) : node01 : TM_6022 : 

SESSION LOAD SUMMARY
================================================

2025-03-04 23:15:41 : INFO : (12016 | DIRECTOR) : (IS | IS) : node01 : TM_6252 : Source Load Summary.
2025-03-04 23:15:41 : INFO : (12016 | DIRECTOR) : (IS | IS) : node01 : CMN_1740 : Table: [SQ_Bank_Data_file_2] (Instance Name: [SQ_Bank_Data_file_2])
	 Output Rows [1000], Affected Rows [1000], Applied Rows [1000], Rejected Rows [0]
2025-03-04 23:15:41 : INFO : (12016 | DIRECTOR) : (IS | IS) : node01 : CMN_1740 : Table: [SQ_Bank_Data_file_1] (Instance Name: [SQ_Bank_Data_file_1])
